query acc.ver,subject acc.ver,%_identity,alignment_length,mismatches,gap_opens,q.start,q.end,s.start,s.end,evalue,bit_score
Query_48216,MT324062.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT324062.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334561.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT334561.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT334557.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334557.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334547.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334547.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334546.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT334546.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT334544.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334544.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334542.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334542.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334541.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT334541.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT334540.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT334540.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT334539.1,100,23,0,0,1,23,29147,29169,8.08E-06,46.1
Query_48216,MT334539.1,100,10,0,0,1,10,26586,26595,463,20.3
Query_48216,MT334538.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334538.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334537.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT334537.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT334536.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT334536.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT334535.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT334535.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT334534.1,100,23,0,0,1,23,29180,29202,8.08E-06,46.1
Query_48216,MT334534.1,100,10,0,0,1,10,26619,26628,463,20.3
Query_48216,MT334533.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT334533.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT334531.1,100,23,0,0,1,23,29149,29171,8.08E-06,46.1
Query_48216,MT334531.1,100,10,0,0,1,10,26588,26597,463,20.3
Query_48216,MT334529.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT334529.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT334526.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT334526.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT334523.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT334523.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT339041.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT339041.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT339040.1,100,23,0,0,1,23,29092,29114,8.08E-06,46.1
Query_48216,MT339040.1,100,10,0,0,1,10,26612,26621,463,20.3
Query_48216,MT339039.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT339039.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT345888.1,100,23,0,0,1,23,29167,29189,8.08E-06,46.1
Query_48216,MT345888.1,100,10,0,0,1,10,26606,26615,463,20.3
Query_48216,MT345887.1,100,23,0,0,1,23,29166,29188,8.08E-06,46.1
Query_48216,MT345887.1,100,10,0,0,1,10,26605,26614,463,20.3
Query_48216,MT345886.1,100,23,0,0,1,23,29161,29183,8.08E-06,46.1
Query_48216,MT345886.1,100,10,0,0,1,10,26600,26609,463,20.3
Query_48216,MT345885.1,100,23,0,0,1,23,29158,29180,8.08E-06,46.1
Query_48216,MT345885.1,100,10,0,0,1,10,26597,26606,463,20.3
Query_48216,MT345884.1,100,23,0,0,1,23,29139,29161,8.08E-06,46.1
Query_48216,MT345884.1,100,10,0,0,1,10,26578,26587,463,20.3
Query_48216,MT345883.1,100,23,0,0,1,23,29159,29181,8.08E-06,46.1
Query_48216,MT345883.1,100,10,0,0,1,10,26598,26607,463,20.3
Query_48216,MT345882.1,100,23,0,0,1,23,29178,29200,8.08E-06,46.1
Query_48216,MT345882.1,100,10,0,0,1,10,26617,26626,463,20.3
Query_48216,MT345881.1,100,23,0,0,1,23,29159,29181,8.08E-06,46.1
Query_48216,MT345881.1,100,10,0,0,1,10,26598,26607,463,20.3
Query_48216,MT345880.1,100,23,0,0,1,23,29141,29163,8.08E-06,46.1
Query_48216,MT345880.1,100,10,0,0,1,10,26580,26589,463,20.3
Query_48216,MT345879.1,100,23,0,0,1,23,29173,29195,8.08E-06,46.1
Query_48216,MT345879.1,100,10,0,0,1,10,26612,26621,463,20.3
Query_48216,MT345878.1,100,23,0,0,1,23,29154,29176,8.08E-06,46.1
Query_48216,MT345878.1,100,10,0,0,1,10,26593,26602,463,20.3
Query_48216,MT345877.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT345877.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT345876.1,100,23,0,0,1,23,29158,29180,8.08E-06,46.1
Query_48216,MT345876.1,100,10,0,0,1,10,26597,26606,463,20.3
Query_48216,MT345875.1,100,23,0,0,1,23,29176,29198,8.08E-06,46.1
Query_48216,MT345875.1,100,10,0,0,1,10,26615,26624,463,20.3
Query_48216,MT345874.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345874.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345873.1,100,23,0,0,1,23,29178,29200,8.08E-06,46.1
Query_48216,MT345873.1,100,10,0,0,1,10,26617,26626,463,20.3
Query_48216,MT345872.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345872.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345871.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT345871.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT345870.1,100,23,0,0,1,23,29158,29180,8.08E-06,46.1
Query_48216,MT345870.1,100,10,0,0,1,10,26597,26606,463,20.3
Query_48216,MT345869.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT345869.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT345868.1,100,23,0,0,1,23,29166,29188,8.08E-06,46.1
Query_48216,MT345868.1,100,10,0,0,1,10,26605,26614,463,20.3
Query_48216,MT345867.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345867.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345866.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345866.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345865.1,100,23,0,0,1,23,29171,29193,8.08E-06,46.1
Query_48216,MT345865.1,100,10,0,0,1,10,26610,26619,463,20.3
Query_48216,MT345862.1,100,23,0,0,1,23,29168,29190,8.08E-06,46.1
Query_48216,MT345862.1,100,10,0,0,1,10,26607,26616,463,20.3
Query_48216,MT345861.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT345861.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT345860.1,100,23,0,0,1,23,29072,29094,8.08E-06,46.1
Query_48216,MT345860.1,100,10,0,0,1,10,26511,26520,463,20.3
Query_48216,MT345859.1,100,23,0,0,1,23,29132,29154,8.08E-06,46.1
Query_48216,MT345859.1,100,10,0,0,1,10,26571,26580,463,20.3
Query_48216,MT345858.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345858.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345857.1,100,23,0,0,1,23,28926,28948,8.08E-06,46.1
Query_48216,MT345857.1,100,10,0,0,1,10,26365,26374,463,20.3
Query_48216,MT345856.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345856.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345855.1,100,23,0,0,1,23,29148,29170,8.08E-06,46.1
Query_48216,MT345855.1,100,10,0,0,1,10,26587,26596,463,20.3
Query_48216,MT345854.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT345854.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT345853.1,100,23,0,0,1,23,29163,29185,8.08E-06,46.1
Query_48216,MT345853.1,100,10,0,0,1,10,26602,26611,463,20.3
Query_48216,MT345852.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345852.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345851.1,100,23,0,0,1,23,28931,28953,8.08E-06,46.1
Query_48216,MT345851.1,100,10,0,0,1,10,26370,26379,463,20.3
Query_48216,MT345850.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345850.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345849.1,100,23,0,0,1,23,29162,29184,8.08E-06,46.1
Query_48216,MT345849.1,100,10,0,0,1,10,26601,26610,463,20.3
Query_48216,MT345848.1,100,23,0,0,1,23,29177,29199,8.08E-06,46.1
Query_48216,MT345848.1,100,10,0,0,1,10,26616,26625,463,20.3
Query_48216,MT345847.1,100,23,0,0,1,23,29149,29171,8.08E-06,46.1
Query_48216,MT345847.1,100,10,0,0,1,10,26588,26597,463,20.3
Query_48216,MT345846.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345846.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345844.1,100,23,0,0,1,23,29094,29116,8.08E-06,46.1
Query_48216,MT345844.1,100,10,0,0,1,10,26533,26542,463,20.3
Query_48216,MT345843.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345843.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345842.1,100,23,0,0,1,23,28982,29004,8.08E-06,46.1
Query_48216,MT345842.1,100,10,0,0,1,10,26421,26430,463,20.3
Query_48216,MT345841.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT345841.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT345840.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT345840.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT345838.1,100,23,0,0,1,23,28936,28958,8.08E-06,46.1
Query_48216,MT345838.1,100,10,0,0,1,10,26375,26384,463,20.3
Query_48216,MT345836.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345836.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345835.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345835.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345834.1,100,23,0,0,1,23,29180,29202,8.08E-06,46.1
Query_48216,MT345834.1,100,10,0,0,1,10,26619,26628,463,20.3
Query_48216,MT345833.1,100,23,0,0,1,23,29178,29200,8.08E-06,46.1
Query_48216,MT345833.1,100,10,0,0,1,10,26617,26626,463,20.3
Query_48216,MT345832.1,100,23,0,0,1,23,29165,29187,8.08E-06,46.1
Query_48216,MT345832.1,100,10,0,0,1,10,26604,26613,463,20.3
Query_48216,MT345830.1,100,23,0,0,1,23,29173,29195,8.08E-06,46.1
Query_48216,MT345830.1,100,10,0,0,1,10,26612,26621,463,20.3
Query_48216,MT345829.1,100,23,0,0,1,23,29146,29168,8.08E-06,46.1
Query_48216,MT345829.1,100,10,0,0,1,10,26585,26594,463,20.3
Query_48216,MT345828.1,100,23,0,0,1,23,29177,29199,8.08E-06,46.1
Query_48216,MT345828.1,100,10,0,0,1,10,26616,26625,463,20.3
Query_48216,MT345827.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345827.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345826.1,100,23,0,0,1,23,29160,29182,8.08E-06,46.1
Query_48216,MT345826.1,100,10,0,0,1,10,26599,26608,463,20.3
Query_48216,MT345825.1,100,23,0,0,1,23,29164,29186,8.08E-06,46.1
Query_48216,MT345825.1,100,10,0,0,1,10,26603,26612,463,20.3
Query_48216,MT345824.1,100,23,0,0,1,23,29087,29109,8.08E-06,46.1
Query_48216,MT345824.1,100,10,0,0,1,10,26526,26535,463,20.3
Query_48216,MT345823.1,100,23,0,0,1,23,29141,29163,8.08E-06,46.1
Query_48216,MT345823.1,100,10,0,0,1,10,26580,26589,463,20.3
Query_48216,MT345822.1,100,23,0,0,1,23,29062,29084,8.08E-06,46.1
Query_48216,MT345822.1,100,10,0,0,1,10,26501,26510,463,20.3
Query_48216,MT345821.1,100,23,0,0,1,23,28943,28965,8.08E-06,46.1
Query_48216,MT345821.1,100,10,0,0,1,10,26382,26391,463,20.3
Query_48216,MT345819.1,100,23,0,0,1,23,29177,29199,8.08E-06,46.1
Query_48216,MT345819.1,100,10,0,0,1,10,26616,26625,463,20.3
Query_48216,MT345817.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345817.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345816.1,100,23,0,0,1,23,29153,29175,8.08E-06,46.1
Query_48216,MT345816.1,100,10,0,0,1,10,26592,26601,463,20.3
Query_48216,MT345815.1,100,23,0,0,1,23,29171,29193,8.08E-06,46.1
Query_48216,MT345815.1,100,10,0,0,1,10,26610,26619,463,20.3
Query_48216,MT345814.1,100,23,0,0,1,23,29019,29041,8.08E-06,46.1
Query_48216,MT345814.1,100,10,0,0,1,10,26458,26467,463,20.3
Query_48216,MT345812.1,100,23,0,0,1,23,29033,29055,8.08E-06,46.1
Query_48216,MT345812.1,100,10,0,0,1,10,26472,26481,463,20.3
Query_48216,MT345811.1,100,23,0,0,1,23,29174,29196,8.08E-06,46.1
Query_48216,MT345811.1,100,10,0,0,1,10,26613,26622,463,20.3
Query_48216,MT345809.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT345809.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT345808.1,100,23,0,0,1,23,29013,29035,8.08E-06,46.1
Query_48216,MT345808.1,100,10,0,0,1,10,26452,26461,463,20.3
Query_48216,MT345806.1,100,23,0,0,1,23,29174,29196,8.08E-06,46.1
Query_48216,MT345806.1,100,10,0,0,1,10,26613,26622,463,20.3
Query_48216,MT345805.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT345805.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT345803.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT345803.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT345802.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345802.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT345801.1,100,23,0,0,1,23,29107,29129,8.08E-06,46.1
Query_48216,MT345801.1,100,10,0,0,1,10,26546,26555,463,20.3
Query_48216,MT345799.1,100,23,0,0,1,23,28932,28954,8.08E-06,46.1
Query_48216,MT345799.1,100,10,0,0,1,10,26371,26380,463,20.3
Query_48216,MT345798.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT345798.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT344963.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344963.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344962.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT344962.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT344961.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT344961.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT344960.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344960.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344959.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344959.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344958.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT344958.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT344957.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT344957.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT344956.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT344956.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT344955.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT344955.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT344954.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344954.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344953.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344953.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344952.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344952.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344951.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344951.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344950.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344950.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344949.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344949.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344948.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344948.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344947.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344947.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344946.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344946.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344945.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344945.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT344944.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT344944.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350282.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350282.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350280.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350280.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350279.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350279.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350278.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350278.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350277.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350277.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350276.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350276.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350275.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350275.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350274.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350274.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350273.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350273.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350272.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350272.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350271.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350271.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350270.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350270.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350269.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350269.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350268.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350268.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350267.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350267.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350266.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350266.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350265.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350265.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350264.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350264.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350263.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350263.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350257.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT350257.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT350256.1,100,23,0,0,1,23,29166,29188,8.08E-06,46.1
Query_48216,MT350256.1,100,10,0,0,1,10,26605,26614,463,20.3
Query_48216,MT350255.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT350255.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT350254.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT350254.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT350253.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT350253.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT350252.1,100,23,0,0,1,23,29179,29201,8.08E-06,46.1
Query_48216,MT350252.1,100,10,0,0,1,10,26618,26627,463,20.3
Query_48216,MT350251.1,100,23,0,0,1,23,29172,29194,8.08E-06,46.1
Query_48216,MT350251.1,100,10,0,0,1,10,26611,26620,463,20.3
Query_48216,MT350250.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT350250.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT350249.1,100,23,0,0,1,23,29176,29198,8.08E-06,46.1
Query_48216,MT350249.1,100,10,0,0,1,10,26615,26624,463,20.3
Query_48216,MT350248.1,100,23,0,0,1,23,29150,29172,8.08E-06,46.1
Query_48216,MT350248.1,100,10,0,0,1,10,26589,26598,463,20.3
Query_48216,MT350247.1,100,23,0,0,1,23,29168,29190,8.08E-06,46.1
Query_48216,MT350247.1,100,10,0,0,1,10,26607,26616,463,20.3
Query_48216,MT350246.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT350246.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT350245.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT350245.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT350244.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT350244.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT350243.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT350243.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT350242.1,100,23,0,0,1,23,29150,29172,8.08E-06,46.1
Query_48216,MT350242.1,100,10,0,0,1,10,26589,26598,463,20.3
Query_48216,MT350241.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT350241.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT350240.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT350240.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT350239.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT350239.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT350238.1,100,23,0,0,1,23,29153,29175,8.08E-06,46.1
Query_48216,MT350238.1,100,10,0,0,1,10,26592,26601,463,20.3
Query_48216,MT350237.1,100,23,0,0,1,23,29151,29173,8.08E-06,46.1
Query_48216,MT350237.1,100,10,0,0,1,10,26590,26599,463,20.3
Query_48216,MT350236.1,100,23,0,0,1,23,29150,29172,8.08E-06,46.1
Query_48216,MT350236.1,100,10,0,0,1,10,26589,26598,463,20.3
Query_48216,MT359866.1,100,23,0,0,1,23,29178,29200,8.08E-06,46.1
Query_48216,MT359866.1,100,10,0,0,1,10,26617,26626,463,20.3
Query_48216,MT359865.1,100,23,0,0,1,23,29175,29197,8.08E-06,46.1
Query_48216,MT359865.1,100,10,0,0,1,10,26614,26623,463,20.3
Query_48216,MT358748.1,100,23,0,0,1,23,29163,29185,8.08E-06,46.1
Query_48216,MT358748.1,100,10,0,0,1,10,26602,26611,463,20.3
Query_48216,MT358747.1,100,23,0,0,1,23,29172,29194,8.08E-06,46.1
Query_48216,MT358747.1,100,10,0,0,1,10,26611,26620,463,20.3
Query_48216,MT358746.1,100,23,0,0,1,23,29123,29145,8.08E-06,46.1
Query_48216,MT358746.1,100,10,0,0,1,10,26562,26571,463,20.3
Query_48216,MT358745.1,100,23,0,0,1,23,29133,29155,8.08E-06,46.1
Query_48216,MT358745.1,100,10,0,0,1,10,26572,26581,463,20.3
Query_48216,MT358744.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT358744.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT358743.1,100,23,0,0,1,23,29169,29191,8.08E-06,46.1
Query_48216,MT358743.1,100,10,0,0,1,10,26608,26617,463,20.3
Query_48216,MT358742.1,100,23,0,0,1,23,29174,29196,8.08E-06,46.1
Query_48216,MT358742.1,100,10,0,0,1,10,26613,26622,463,20.3
Query_48216,MT358741.1,100,23,0,0,1,23,29174,29196,8.08E-06,46.1
Query_48216,MT358741.1,100,10,0,0,1,10,26613,26622,463,20.3
Query_48216,MT358740.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT358740.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT358739.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT358739.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT358738.1,100,23,0,0,1,23,29150,29172,8.08E-06,46.1
Query_48216,MT358738.1,100,10,0,0,1,10,26589,26598,463,20.3
Query_48216,MT358737.1,100,23,0,0,1,23,29154,29176,8.08E-06,46.1
Query_48216,MT358737.1,100,10,0,0,1,10,26593,26602,463,20.3
